"BBSM_3900","BISC60",-80.28417,25.56428,3900,1853,1946,1945
"BBSM_4572","BISC64",-80.30353,25.61136,4572,1878,1877,1910
"BBSM_4395","BISC66",-80.28922,25.60408,4395,1887,1932,1930
"BBSM_4914","BISC68",-80.25958,25.65128,4914,1803,3072,1804
"BBSM_4876","BISC70",-80.247,25.645,4876,1698,1699,3106
"BBSM_535","MB",-80.42179,25.23945,535,2558,2557,2602
"BBSM_162","TP",-80.37232,25.20338,162,3886,3962,3961
"BBSM_1266","BISC06",-80.398,25.283,1266,2672,2674,2389
"BBSM_1617","BISCA2",-80.3451,25.32225,1617,2783,2269,2784
"BBSM_1802","BISCA4 BB47",-80.32008,25.33679,1802,2847,2190,2846
"BBSM_9139","BISCB2",-80.332,25.49547,9139,6311,836,6312
"BBSM_11372","BISCB6",-80.3299,25.52728,11372,4625,4342,188
"BBSM_11907","BISCB8",-80.3178,25.53853,11907,4529,796,4527
"BBSM_11739","BISCC2",-80.3137,25.54586,11739,4403,228,4269
"BBSM_4633","BISCD2",-80.3013,25.61678,4633,1877,1911,1876
"BBSM_4573","BISCD4",-80.2908,25.61767,4573,1908,1882,1883
"BBSM_4695","BISCD6",-80.2974,25.62097,4695,1911,1913,1875
"BBSM_3254","BISCD8",-80.206,25.47061,3254,1235,3525,3526
